abbr;time;tre200h0;tre200hn;tre200hx;rre150h0;sre000h0;fkl010h0
BAS;201706181900;24.3;23.4;25.0;0.0;19;1.7
BAS;201706182000;22.6;21.6;23.0;0.0;0;1.8
BAS;201706182100;21.0;19.4;21.6;0.0;0;1.5
BAS;201706182200;18.7;17.7;19.7;0.0;0;0.8
BAS;201706182300;18.1;17.4;19.1;0.0;0;0.8
BAS;201706190000;19.2;18.2;19.9;0.0;0;1.0
BAS;201706190100;18.0;17.3;18.8;0.0;0;0.8
BAS;201706190200;16.0;15.5;16.4;0.0;0;0.6
BAS;201706190300;15.6;14.4;16.6;0.0;0;0.5
BAS;201706190400;15.8;14.3;17.0;0.0;38;0.6
BAS;201706190500;17.8;17.0;18.5;0.0;60;1.0
BAS;201706190600;19.7;18.9;20.3;0.0;60;1.3
BAS;201706190700;21.7;21.2;22.9;0.0;60;1.4
BAS;201706190800;23.6;22.4;24.4;0.0;60;1.1
BAS;201706190900;25.6;24.9;26.5;0.0;60;1.1
BAS;201706191000;27.3;26.5;28.0;0.0;60;1.4
BAS;201706191100;28.6;28.2;29.4;0.0;60;1.1
BAS;201706191200;29.9;29.5;30.6;0.0;60;1.4
BAS;201706191300;30.5;29.9;31.2;0.0;60;1.5
BAS;201706191400;31.2;30.8;31.5;0.0;60;1.9
BAS;201706191500;31.3;30.9;31.7;0.0;60;1.5
BAS;201706191600;31.3;31.0;31.6;0.0;60;1.3
BAS;201706191700;30.8;30.4;31.1;0.0;60;1.2
BAS;201706191800;30.2;29.2;30.6;0.0;60;1.0
BAS;201706191900;26.5;25.7;28.1;0.0;7;0.6
BAS;201706192000;24.4;24.1;25.1;0.0;0;1.8
BAS;201706192100;23.7;22.4;24.2;0.0;0;1.3
BAS;201706192200;22.1;21.6;22.7;0.0;0;1.0
BAS;201706192300;21.6;21.1;22.0;0.0;0;0.8
BAS;201706200000;21.3;20.9;22.0;0.0;0;0.6
BAS;201706200100;21.1;20.9;21.3;0.0;0;0.7
BAS;201706200200;20.3;19.7;20.7;0.0;0;0.7
BAS;201706200300;20.0;19.4;20.6;0.0;0;0.7
BAS;201706200400;20.0;19.9;20.2;0.0;25;1.0
BAS;201706200500;21.1;20.4;21.7;0.0;60;1.2
BAS;201706200600;22.7;22.0;23.7;0.0;60;1.3
BAS;201706200700;24.7;24.1;25.6;0.0;60;0.8
BAS;201706200800;27.0;25.9;27.9;0.0;60;0.6
BAS;201706200900;29.0;28.6;29.5;0.0;53;1.5
BAS;201706201000;29.7;28.7;30.3;0.0;47;1.3
BAS;201706201100;30.6;30.2;31.2;0.0;60;1.3
BAS;201706201200;32.0;31.6;32.5;0.0;59;1.7
BAS;201706201300;32.2;31.8;32.7;0.0;60;2.4
BAS;201706201400;32.3;32.2;32.5;0.0;60;3.3
BAS;201706201500;32.3;32.1;32.6;0.0;60;3.3
BAS;201706201600;32.0;31.6;32.3;0.0;60;3.4
BAS;201706201700;31.2;30.7;31.4;0.0;60;3.1
BAS;201706201800;29.5;28.8;30.2;0.0;28;2.2
BAS;201706201900;27.9;25.9;28.8;0.0;7;2.3
BAS;201706202000;25.0;24.5;25.2;0.0;0;1.8
BAS;201706202100;23.8;22.6;24.9;0.0;0;0.5
BAS;201706202200;22.8;21.8;24.1;0.0;0;1.3
BAS;201706202300;22.5;21.9;23.3;0.0;0;0.5
BAS;201706210000;21.7;20.7;22.7;0.0;0;0.7
BAS;201706210100;21.9;21.6;22.1;0.0;0;1.0
BAS;201706210200;21.3;21.0;21.8;0.0;0;0.9
BAS;201706210300;20.9;20.5;21.0;0.0;0;1.1
BAS;201706210400;20.8;20.5;20.9;0.0;0;1.1
BAS;201706210500;21.6;20.9;22.2;0.0;37;1.2
BAS;201706210600;23.3;22.4;24.3;0.0;60;0.9
BAS;201706210700;25.5;24.5;26.8;0.0;60;1.1
BAS;201706210800;27.6;27.0;28.4;0.0;60;1.3
BAS;201706210900;28.9;28.2;29.4;0.0;60;1.5
BAS;201706211000;30.1;30.0;30.3;0.0;60;1.6
BAS;201706211100;31.0;30.6;31.5;0.0;60;1.6
BAS;201706211200;31.9;31.1;32.6;0.0;60;1.7
BAS;201706211300;32.2;31.7;32.9;0.0;54;2.3
BAS;201706211400;32.8;32.4;33.0;0.0;60;2.7
BAS;201706211500;32.7;32.4;32.8;0.0;60;2.9
BAS;201706211600;32.5;32.3;32.8;0.0;60;2.7
BAS;201706211700;31.6;31.0;32.0;0.0;60;2.6
BAS;201706211800;30.2;29.3;31.1;0.0;56;1.7
BAS;201706211900;28.2;27.0;28.8;0.0;0;1.5
BAS;201706212000;25.0;24.6;25.5;0.0;0;2.1
BAS;201706212100;23.7;22.7;24.3;0.0;0;2.2
BAS;201706212200;23.0;22.5;23.9;0.0;0;2.2
BAS;201706212300;22.3;21.4;23.0;0.0;0;2.5
BAS;201706220000;20.4;19.4;21.8;0.0;0;0.7
BAS;201706220100;20.6;20.1;21.3;0.0;0;0.6
BAS;201706220200;19.7;18.8;20.5;0.0;0;0.6
BAS;201706220300;19.4;18.4;20.1;0.0;0;0.7
BAS;201706220400;20.0;19.2;20.4;0.0;23;1.0
BAS;201706220500;21.1;20.5;21.8;0.0;60;1.7
BAS;201706220600;22.9;22.0;23.8;0.0;60;1.4
BAS;201706220700;25.2;24.0;26.4;0.0;60;1.6
BAS;201706220800;28.1;26.8;29.2;0.0;60;1.5
BAS;201706220900;30.1;29.3;30.8;0.0;51;1.2
BAS;201706221000;32.1;31.5;32.8;0.0;60;1.2
BAS;201706221100;33.1;32.5;33.5;0.0;60;1.7
BAS;201706221200;33.4;32.9;33.6;0.0;60;2.0
BAS;201706221300;33.7;33.3;34.3;0.0;45;1.7
BAS;201706221400;33.1;32.8;33.5;0.0;0;2.5
BAS;201706221500;32.7;32.4;33.1;0.0;36;2.8
BAS;201706221600;31.6;30.9;32.9;0.0;60;3.7
BAS;201706221700;31.2;30.8;31.4;0.0;60;2.0
BAS;201706221800;28.8;27.5;30.5;0.0;45;2.1
BAS;201706221900;27.0;26.4;27.6;0.0;0;2.5
BAS;201706222000;26.1;25.5;26.4;0.0;0;2.5
BAS;201706222100;26.2;25.7;26.7;0.0;0;2.8
BAS;201706222200;27.0;26.6;27.3;0.0;0;2.8
BAS;201706222300;26.0;25.0;26.9;0.0;0;2.9
BAS;201706230000;24.8;24.3;25.2;0.0;0;1.7
BAS;201706230100;26.0;25.5;26.5;0.0;0;3.1
BAS;201706230200;24.9;24.1;25.6;0.0;0;2.9
BAS;201706230300;23.6;20.9;24.7;0.0;0;1.3
BAS;201706230400;22.1;21.3;22.9;0.0;14;0.7
BAS;201706230500;23.0;22.2;23.5;0.0;13;0.5
BAS;201706230600;24.6;24.3;24.8;0.0;11;0.4
BAS;201706230700;26.0;24.8;27.3;0.0;30;0.5
BAS;201706230800;28.0;27.3;29.0;0.0;60;1.7
BAS;201706230900;29.4;28.9;29.8;0.0;60;3.9
BAS;201706231000;29.5;29.0;29.9;0.0;60;3.8
BAS;201706231100;29.9;29.6;30.3;0.0;54;4.4
BAS;201706231200;29.9;29.5;30.4;0.0;55;4.8
BAS;201706231300;30.0;29.8;30.4;0.0;47;4.7
BAS;201706231400;29.9;29.6;30.3;0.0;53;4.9
BAS;201706231500;29.9;29.5;30.3;0.0;57;4.7
BAS;201706231600;29.5;29.3;29.7;0.0;60;4.7
BAS;201706231700;29.0;28.4;29.3;0.0;60;3.5
BAS;201706231800;27.8;27.2;28.2;0.0;60;2.7
BAS;201706231900;26.6;25.9;27.3;0.0;1;1.7
BAS;201706232000;25.5;25.0;25.9;0.0;0;2.1
BAS;201706232100;24.4;23.7;24.8;0.0;0;2.1
BAS;201706232200;22.7;22.2;23.4;0.0;0;2.4
BAS;201706232300;22.8;22.4;23.0;0.0;0;3.2
BAS;201706240000;22.3;22.0;22.5;0.0;0;3.0
BAS;201706240100;21.9;21.8;22.0;0.0;0;3.3
BAS;201706240200;21.8;21.6;21.9;0.0;0;2.5
BAS;201706240300;21.6;21.5;21.7;0.0;0;1.4
BAS;201706240400;21.5;21.5;21.6;0.0;0;1.3
BAS;201706240500;21.2;21.0;21.5;0.0;0;2.2
BAS;201706240600;21.3;21.1;21.6;0.0;0;2.5
BAS;201706240700;21.7;21.5;21.9;0.0;0;2.4
BAS;201706240800;22.1;21.9;22.3;0.0;0;2.3
BAS;201706240900;22.1;22.0;22.1;0.0;0;2.3
BAS;201706241000;22.8;22.3;23.3;0.0;0;2.2
BAS;201706241100;23.5;23.0;24.1;0.0;4;2.9
BAS;201706241200;23.9;23.5;24.7;0.0;6;2.6
BAS;201706241300;24.3;23.8;24.6;0.0;0;1.8
BAS;201706241400;25.7;24.8;26.2;0.0;36;2.6
BAS;201706241500;26.7;26.5;26.9;0.0;60;2.6
BAS;201706241600;26.8;26.5;27.3;0.0;59;2.9
BAS;201706241700;26.4;26.0;26.8;0.0;60;2.9
BAS;201706241800;25.7;25.4;26.0;0.0;60;1.9
BAS;201706241900;24.1;22.1;24.9;0.0;6;1.0
BAS;201706242000;21.2;20.0;23.5;0.0;0;1.2
BAS;201706242100;20.3;19.9;20.8;0.0;0;2.3
BAS;201706242200;20.2;19.5;20.4;0.0;0;2.0
BAS;201706242300;19.0;18.2;19.4;0.0;0;1.1
BAS;201706250000;20.5;18.6;21.8;0.0;0;2.6
BAS;201706250100;21.2;20.4;21.5;0.0;0;3.8
BAS;201706250200;20.3;20.0;20.4;0.0;0;2.8
BAS;201706250300;19.8;18.7;20.1;0.3;0;2.8
BAS;201706250400;18.8;18.6;19.1;0.0;0;2.8
BAS;201706250500;19.4;19.2;19.5;0.0;0;2.7
BAS;201706250600;20.0;19.6;20.4;0.0;0;2.3
BAS;201706250700;20.5;20.2;20.7;0.0;0;1.8
BAS;201706250800;21.8;20.8;22.6;0.0;17;2.5
BAS;201706250900;23.1;22.3;24.1;0.0;23;3.0
BAS;201706251000;24.2;23.3;25.1;0.0;35;2.8
BAS;201706251100;25.0;24.3;25.4;0.0;37;3.5
BAS;201706251200;25.8;25.3;26.5;0.0;48;3.5
BAS;201706251300;25.8;25.4;26.4;0.0;24;3.7
BAS;201706251400;26.1;25.8;26.3;0.0;60;4.6
BAS;201706251500;26.1;25.8;26.4;0.0;60;4.4
BAS;201706251600;25.8;25.5;26.5;0.0;60;3.9
BAS;201706251700;25.3;24.8;25.6;0.0;57;3.7
BAS;201706251800;24.4;24.2;24.9;0.0;60;3.1
BAS;201706251900;23.1;21.7;23.8;0.0;21;1.4
BAS;201706252000;20.0;18.8;21.4;0.0;0;1.3
BAS;201706252100;20.2;19.5;20.8;0.0;0;1.7
BAS;201706252200;19.4;18.8;20.0;0.0;0;2.4
BAS;201706252300;17.6;17.2;18.3;0.0;0;2.4
BAS;201706260000;17.4;17.0;18.1;0.0;0;1.8
BAS;201706260100;17.4;16.8;17.8;0.0;0;0.7
BAS;201706260200;17.0;16.0;17.6;0.0;0;0.8
BAS;201706260300;16.4;15.9;16.6;0.0;0;0.8
BAS;201706260400;16.5;16.2;16.9;0.0;34;1.0
BAS;201706260500;17.7;17.1;18.4;0.0;60;1.6
BAS;201706260600;19.3;18.4;20.5;0.0;60;1.7
BAS;201706260700;22.0;21.2;23.2;0.0;60;2.1
BAS;201706260800;24.1;23.4;25.1;0.0;60;1.6
BAS;201706260900;25.7;24.8;26.3;0.0;60;1.2
BAS;201706261000;27.1;26.7;28.1;0.0;60;1.4
BAS;201706261100;28.5;27.2;30.0;0.0;60;1.3
BAS;201706261200;29.8;28.8;31.1;0.0;60;1.3
BAS;201706261300;30.7;29.9;31.6;0.0;60;1.6
BAS;201706261400;30.5;30.0;31.5;0.0;28;1.7
BAS;201706261500;29.6;29.2;30.3;0.0;18;1.9
BAS;201706261600;29.3;28.5;30.4;0.0;20;1.7
BAS;201706261700;28.1;27.6;28.4;0.0;0;2.4
BAS;201706261800;27.0;26.5;27.6;0.0;0;2.2
BAS;201706261900;25.6;24.7;26.1;0.0;0;2.3
BAS;201706262000;23.6;22.9;24.1;0.0;0;1.9
BAS;201706262100;23.0;22.7;23.2;0.0;0;2.9
BAS;201706262200;19.5;19.0;20.9;0.4;0;2.6
BAS;201706262300;19.4;19.2;19.4;0.1;0;1.7
BAS;201706270000;19.3;19.2;19.4;0.0;0;1.9
BAS;201706270100;19.0;18.9;19.3;0.0;0;2.5
BAS;201706270200;18.6;18.4;18.8;0.0;0;2.9
BAS;201706270300;18.4;18.3;18.5;0.0;0;2.4
BAS;201706270400;18.5;18.3;18.8;0.0;0;2.1
BAS;201706270500;19.1;18.9;19.3;0.0;14;2.1
BAS;201706270600;19.9;19.6;20.3;0.0;18;2.3
BAS;201706270700;21.3;20.2;22.0;0.0;53;2.6
BAS;201706270800;23.1;22.3;23.8;0.0;38;2.0
BAS;201706270900;24.6;24.1;25.0;0.0;23;1.7
BAS;201706271000;25.0;24.7;25.2;0.0;1;1.6
BAS;201706271100;26.0;25.1;26.7;0.0;17;1.9
BAS;201706271200;25.6;25.0;26.5;0.0;9;1.1
BAS;201706271300;25.8;25.5;25.9;0.0;0;1.5
BAS;201706271400;25.0;24.3;25.5;0.0;5;2.1
BAS;201706271500;26.4;26.0;26.7;0.0;41;1.3
BAS;201706271600;26.0;25.5;26.8;0.0;16;1.1
BAS;201706271700;26.3;26.0;26.4;0.0;43;0.9
BAS;201706271800;25.7;25.2;26.1;0.0;6;0.7
BAS;201706271900;24.3;22.6;25.3;0.0;0;0.6
BAS;201706272000;21.7;21.0;22.8;0.0;0;1.2
BAS;201706272100;21.2;20.5;22.1;0.0;0;0.6
BAS;201706272200;20.9;19.6;21.9;1.4;0;2.4
BAS;201706272300;18.7;18.3;19.7;1.4;0;2.1
BAS;201706280000;18.2;18.1;18.4;0.2;0;1.3
BAS;201706280100;18.5;18.4;18.6;0.7;0;1.0
BAS;201706280200;18.0;17.8;18.2;0.2;0;1.3
BAS;201706280300;18.1;17.9;18.3;1.0;0;1.1
BAS;201706280400;18.0;17.9;18.0;0.2;0;1.0
BAS;201706280500;17.9;17.8;18.0;0.0;0;1.7
BAS;201706280600;18.1;17.9;18.3;0.0;0;0.9
BAS;201706280700;18.7;18.4;19.1;0.0;18;1.1
BAS;201706280800;20.2;19.4;21.1;0.0;41;1.1
BAS;201706280900;21.7;21.0;22.5;0.0;43;2.0
BAS;201706281000;21.7;21.5;21.8;0.0;13;1.6
BAS;201706281100;21.9;20.3;23.1;0.4;17;1.4
BAS;201706281200;21.8;21.6;22.0;0.0;12;1.2
BAS;201706281300;22.3;21.1;23.0;0.3;28;0.9
BAS;201706281400;21.9;21.3;22.2;0.1;17;1.3
BAS;201706281500;21.4;21.2;21.6;0.1;0;1.2
BAS;201706281600;21.6;21.3;21.9;0.0;0;1.1
BAS;201706281700;20.2;17.8;21.1;0.0;0;1.9
BAS;201706281800;16.4;15.9;17.3;3.7;0;4.4
BAS;201706281900;16.0;15.9;16.1;2.2;0;0.9
BAS;201706282000;15.9;15.9;15.9;0.3;0;1.8
BAS;201706282100;15.9;15.9;15.9;0.0;0;1.0
BAS;201706282200;15.9;15.9;16.0;0.0;0;0.8
BAS;201706282300;15.8;15.7;15.8;0.0;0;0.7
BAS;201706290000;15.8;15.4;16.2;0.0;0;0.8
BAS;201706290100;15.4;15.1;15.8;0.0;0;2.0
BAS;201706290200;15.0;14.6;15.2;0.0;0;1.6
BAS;201706290300;14.5;13.8;15.2;0.0;0;1.5
BAS;201706290400;13.9;13.4;14.9;0.0;0;0.5
BAS;201706290500;14.8;14.0;15.2;0.0;0;0.9
BAS;201706290600;16.2;15.2;17.5;0.0;28;0.9
BAS;201706290700;18.5;17.5;19.6;0.0;53;1.1
BAS;201706290800;18.9;18.3;19.7;0.0;8;1.0
BAS;201706290900;17.4;16.4;18.1;1.1;3;1.7
BAS;201706291000;19.1;18.5;19.7;0.0;3;1.6
BAS;201706291100;20.4;19.8;20.8;0.0;0;3.3
BAS;201706291200;19.9;18.5;20.9;0.4;4;5.0
BAS;201706291300;20.5;19.9;21.7;0.0;45;5.4
BAS;201706291400;19.9;19.0;20.9;0.0;30;4.9
BAS;201706291500;20.0;19.9;20.1;0.0;55;4.3
BAS;201706291600;20.6;20.2;21.1;0.0;41;3.3
BAS;201706291700;18.3;17.6;20.2;0.0;16;5.6
BAS;201706291800;18.3;18.1;18.5;0.0;57;2.0
BAS;201706291900;16.7;16.0;17.3;0.0;15;1.2
BAS;201706292000;15.1;14.3;15.9;0.0;0;0.6
BAS;201706292100;14.8;14.1;16.3;0.0;0;0.5
BAS;201706292200;15.0;14.3;15.7;0.0;0;1.7
BAS;201706292300;15.4;15.1;15.6;0.0;0;1.2
BAS;201706300000;15.3;14.8;15.6;0.0;0;1.1
BAS;201706300100;15.3;14.7;15.6;0.0;0;2.0
BAS;201706300200;14.7;13.6;15.6;0.0;0;0.8
BAS;201706300300;13.9;13.5;14.1;0.0;0;1.0
BAS;201706300400;13.5;12.4;13.9;0.0;16;0.9
BAS;201706300500;14.9;14.1;15.9;0.0;58;0.9
BAS;201706300600;17.0;16.1;18.0;0.0;60;1.3
BAS;201706300700;18.3;17.7;19.1;0.0;60;2.3
BAS;201706300800;19.2;18.2;20.1;0.0;47;1.7
BAS;201706300900;19.7;19.1;20.6;0.0;12;2.6
BAS;201706301000;20.7;20.0;21.1;0.0;42;1.9
BAS;201706301100;21.3;20.8;21.9;0.0;36;1.6
BAS;201706301200;21.9;21.2;22.8;0.0;32;2.4
BAS;201706301300;22.3;21.6;23.1;0.0;34;3.1
BAS;201706301400;20.5;18.0;21.7;0.0;21;4.3
BAS;201706301500;20.3;19.6;21.2;0.0;54;4.6
BAS;201706301600;20.7;19.6;21.1;0.0;51;4.0
BAS;201706301700;18.6;18.5;19.0;0.0;0;3.3
BAS;201706301800;18.6;18.5;18.7;0.0;5;2.4
BAS;201706301900;18.1;17.9;18.4;0.0;5;2.2
BAS;201706302000;17.6;17.5;17.8;0.0;0;1.4
BAS;201706302100;17.5;17.2;17.7;0.0;0;1.8
BAS;201706302200;16.5;15.7;16.9;0.0;0;1.7
BAS;201706302300;15.4;15.3;15.6;0.0;0;3.4
BAS;201707010000;15.1;14.9;15.3;0.0;0;2.7
BAS;201707010100;14.9;14.7;14.9;0.0;0;3.1
BAS;201707010200;14.9;14.8;15.0;0.0;0;2.6
BAS;201707010300;14.7;14.4;14.8;0.0;0;2.1
BAS;201707010400;14.2;14.0;14.4;0.0;0;1.2
BAS;201707010500;14.6;14.4;14.8;0.0;0;1.4
BAS;201707010600;15.3;14.9;15.5;0.0;0;2.7
BAS;201707010700;16.2;15.7;16.9;0.0;3;3.3
BAS;201707010800;17.2;17.0;17.7;0.0;15;3.4
BAS;201707010900;18.3;17.8;18.8;0.0;33;4.3
BAS;201707011000;18.8;18.5;19.2;0.0;0;4.3
BAS;201707011100;18.9;18.6;19.4;0.0;0;4.0
BAS;201707011200;18.2;17.8;18.5;0.0;0;3.3
BAS;201707011300;17.5;17.3;17.6;0.0;0;3.6
BAS;201707011400;17.7;17.5;17.9;0.0;0;3.6
BAS;201707011500;17.9;17.7;18.1;0.0;0;2.7
BAS;201707011600;17.8;17.4;18.1;0.0;0;3.4
BAS;201707011700;17.3;17.2;17.3;0.0;0;1.8
BAS;201707011800;16.9;16.6;17.3;0.0;0;2.5
BAS;201707011900;16.6;16.5;16.6;0.0;0;2.3
BAS;201707012000;16.3;16.0;16.5;0.0;0;2.7
BAS;201707012100;15.4;14.9;15.9;0.0;0;2.6
BAS;201707012200;14.9;14.9;15.0;0.0;0;2.4
BAS;201707012300;14.8;14.6;15.0;0.0;0;1.5
BAS;201707020000;14.9;14.5;15.1;0.0;0;2.6
BAS;201707020100;14.0;13.7;14.4;0.3;0;2.3
BAS;201707020200;13.8;13.7;13.8;0.3;0;2.9
BAS;201707020300;13.7;13.7;13.8;0.6;0;3.1
BAS;201707020400;13.9;13.8;14.1;0.4;0;2.6
BAS;201707020500;14.3;14.1;14.4;0.3;0;1.9
BAS;201707020600;14.2;14.1;14.3;0.4;0;2.9
BAS;201707020700;14.4;14.3;14.4;0.4;0;2.4
BAS;201707020800;14.5;14.3;14.5;0.6;0;2.5
BAS;201707020900;14.8;14.4;15.2;0.0;0;2.5
BAS;201707021000;15.7;15.2;16.4;0.0;0;2.0
BAS;201707021100;18.1;16.7;18.7;0.0;1;2.4
BAS;201707021200;19.2;18.5;19.7;0.0;14;3.2
BAS;201707021300;19.6;18.9;20.6;0.0;5;3.7
BAS;201707021400;18.4;18.3;18.7;0.0;0;3.1
BAS;201707021500;18.5;18.3;18.7;0.0;0;2.5
BAS;201707021600;18.3;18.2;18.5;0.0;0;2.0
BAS;201707021700;17.8;17.3;18.2;0.0;0;1.8
BAS;201707021800;16.9;16.6;17.3;0.0;0;1.0
BAS;201707021900;16.4;16.0;16.7;0.2;0;0.7
BAS;201707022000;15.4;15.2;15.6;0.2;0;1.7
BAS;201707022100;15.6;15.5;15.7;0.0;0;1.8
BAS;201707022200;15.3;15.2;15.5;0.0;0;1.4
BAS;201707022300;15.3;15.2;15.4;0.0;0;1.6
BAS;201707030000;15.4;15.3;15.5;0.0;0;2.4
BAS;201707030100;15.3;15.3;15.4;0.0;0;1.8
BAS;201707030200;15.3;15.1;15.4;0.0;0;1.5
BAS;201707030300;15.2;15.1;15.3;0.0;0;0.9
BAS;201707030400;15.1;15.0;15.2;0.0;0;0.5
BAS;201707030500;15.3;15.2;15.6;0.0;12;0.4
BAS;201707030600;16.1;15.8;16.3;0.0;0;0.6
BAS;201707030700;16.6;16.2;17.1;0.0;0;1.0
BAS;201707030800;17.8;17.4;18.4;0.0;18;2.2
BAS;201707030900;18.5;18.0;19.2;0.0;30;1.9
BAS;201707031000;20.2;19.4;20.9;0.0;47;1.6
BAS;201707031100;21.4;19.9;22.4;0.0;45;1.8
BAS;201707031200;22.0;20.9;22.9;0.0;50;2.0
BAS;201707031300;22.9;22.4;23.2;0.0;52;2.3
BAS;201707031400;22.9;22.4;23.2;0.0;37;1.9
BAS;201707031500;23.8;23.2;24.2;0.0;60;2.0
BAS;201707031600;23.8;23.5;24.1;0.0;60;2.5
BAS;201707031700;23.4;23.2;23.6;0.0;60;2.2
BAS;201707031800;22.7;22.3;23.0;0.0;60;1.8
BAS;201707031900;20.9;19.0;22.0;0.0;20;1.6
BAS;201707032000;17.9;17.4;18.6;0.0;0;1.6
BAS;201707032100;17.4;16.6;18.1;0.0;0;2.0
BAS;201707032200;16.0;15.1;16.8;0.0;0;1.1
BAS;201707032300;15.7;14.9;16.7;0.0;0;0.6
BAS;201707040000;14.5;14.1;14.9;0.0;0;0.5
BAS;201707040100;14.4;13.9;15.1;0.0;0;0.6
BAS;201707040200;14.1;13.7;14.6;0.0;0;0.7
BAS;201707040300;13.7;13.4;14.0;0.0;0;0.8
BAS;201707040400;14.0;13.8;14.2;0.0;30;1.1
BAS;201707040500;15.4;14.6;16.1;0.0;60;1.5
BAS;201707040600;17.1;16.5;17.8;0.0;60;1.4
BAS;201707040700;19.3;18.1;20.7;0.0;60;1.4
BAS;201707040800;21.6;20.4;22.5;0.0;60;1.1
BAS;201707040900;23.1;21.8;23.6;0.0;60;1.0
BAS;201707041000;24.4;23.8;24.9;0.0;60;1.6
BAS;201707041100;25.6;24.7;26.6;0.0;58;1.3
BAS;201707041200;26.2;25.7;27.5;0.0;56;1.3
BAS;201707041300;26.9;26.1;27.4;0.0;60;1.1
BAS;201707041400;26.5;26.0;26.6;0.0;56;1.2
BAS;201707041500;26.8;26.3;27.4;0.0;54;1.3
BAS;201707041600;27.1;26.2;27.4;0.0;54;1.5
BAS;201707041700;26.8;26.3;27.1;0.0;60;1.7
BAS;201707041800;26.0;25.6;26.5;0.0;60;1.1
BAS;201707041900;23.3;21.4;25.4;0.0;18;0.6
BAS;201707042000;20.3;19.7;21.0;0.0;0;0.9
BAS;201707042100;18.9;18.0;19.8;0.0;0;0.5
BAS;201707042200;18.5;17.3;19.3;0.0;0;0.7
BAS;201707042300;17.4;16.8;17.8;0.0;0;0.6
BAS;201707050000;17.6;17.0;17.9;0.0;0;0.9
BAS;201707050100;17.1;17.0;17.4;0.0;0;1.2
BAS;201707050200;16.5;16.4;16.7;0.0;0;1.3
BAS;201707050300;16.0;15.8;16.3;0.0;0;1.3
BAS;201707050400;16.1;15.9;16.3;0.0;31;1.1
BAS;201707050500;17.1;16.6;17.7;0.0;60;1.2
BAS;201707050600;19.2;18.3;20.5;0.0;60;1.1
BAS;201707050700;21.3;20.3;22.0;0.0;60;1.4
BAS;201707050800;23.7;22.7;24.7;0.0;60;1.1
BAS;201707050900;26.1;24.6;27.1;0.0;60;1.3
BAS;201707051000;27.9;27.5;28.6;0.0;60;2.0
BAS;201707051100;29.0;28.5;29.4;0.0;60;2.5
BAS;201707051200;29.6;28.6;30.7;0.0;60;2.1
BAS;201707051300;30.7;30.0;31.3;0.0;60;2.3
BAS;201707051400;31.0;30.6;31.5;0.0;60;2.0
BAS;201707051500;31.1;30.6;31.4;0.0;60;1.9
BAS;201707051600;31.1;30.9;31.3;0.0;60;2.0
BAS;201707051700;30.8;30.5;31.2;0.0;60;1.6
BAS;201707051800;29.4;28.7;30.1;0.0;46;1.4
BAS;201707051900;25.1;23.5;26.7;0.0;0;0.8
BAS;201707052000;23.8;22.8;24.7;0.0;0;1.4
BAS;201707052100;23.1;21.8;24.1;0.0;0;0.8
BAS;201707052200;21.6;20.3;22.9;0.0;0;0.8
BAS;201707052300;20.7;20.0;21.1;0.0;0;0.6
BAS;201707060000;20.2;19.9;20.5;0.0;0;0.8
BAS;201707060100;20.2;19.8;20.4;0.0;0;1.1
BAS;201707060200;19.3;18.7;19.9;0.0;0;0.9
BAS;201707060300;18.2;17.6;18.8;0.0;0;0.9
BAS;201707060400;18.3;18.1;18.7;0.0;27;0.9
BAS;201707060500;19.4;18.7;20.0;0.0;60;1.0
BAS;201707060600;21.5;20.4;22.6;0.0;60;1.3
BAS;201707060700;23.6;22.8;24.6;0.0;60;1.4
BAS;201707060800;26.1;24.9;26.8;0.0;60;1.3
BAS;201707060900;28.5;27.7;28.8;0.0;60;1.3
BAS;201707061000;30.0;29.3;30.9;0.0;60;1.3
BAS;201707061100;31.3;30.0;32.3;0.0;60;1.5
BAS;201707061200;32.3;31.2;33.0;0.0;60;1.5
BAS;201707061300;32.9;32.6;33.3;0.0;60;1.6
BAS;201707061400;33.4;33.1;34.0;0.0;60;2.0
BAS;201707061500;33.5;33.3;33.6;0.0;60;1.5
BAS;201707061600;33.1;32.8;33.2;0.0;60;2.0
BAS;201707061700;32.2;31.8;32.6;0.0;60;1.7
BAS;201707061800;30.9;30.4;31.5;0.0;14;1.6
BAS;201707061900;28.2;25.7;29.9;0.0;0;1.5
BAS;201707062000;25.4;25.1;25.8;0.0;0;1.9
BAS;201707062100;24.5;24.0;25.0;0.0;0;1.8
BAS;201707062200;23.5;22.0;25.3;0.0;0;1.0
BAS;201707062300;22.5;21.9;23.0;0.0;0;0.9
BAS;201707070000;22.1;21.7;22.3;0.0;0;1.0
BAS;201707070100;20.5;20.1;21.2;0.0;0;0.6
BAS;201707070200;20.3;19.4;20.9;0.0;0;0.6
BAS;201707070300;20.8;20.4;21.1;0.0;0;0.7
BAS;201707070400;20.5;20.4;20.6;0.0;0;0.9
BAS;201707070500;20.9;20.6;21.4;0.0;2;1.3
BAS;201707070600;21.8;21.5;22.0;0.0;5;1.1
BAS;201707070700;22.6;22.2;23.0;0.0;0;0.9
BAS;201707070800;23.9;22.9;25.4;0.0;3;1.2
BAS;201707070900;27.6;26.2;28.3;0.0;31;1.8
BAS;201707071000;29.8;29.1;30.7;0.0;59;4.0
BAS;201707071100;30.9;30.4;32.0;0.0;57;3.1
BAS;201707071200;31.3;30.5;32.3;0.0;28;3.7
