abbr;time;tre200h0;tre200hn;tre200hx;rre150h0;sre000h0;fkl010h0
BAS;201701010000;-3.2;-3.3;-3.0;0.0;0;2.3
BAS;201701010100;-3.5;-3.6;-3.2;0.0;0;2.1
BAS;201701010200;-3.7;-3.8;-3.6;0.0;0;2.7
BAS;201701010300;-3.7;-3.8;-3.5;0.0;0;3.3
BAS;201701010400;-3.7;-3.8;-3.6;0.0;0;3.4
BAS;201701010500;-3.8;-4.0;-3.7;0.0;0;3.4
BAS;201701010600;-4.0;-4.2;-3.8;0.0;0;3.3
BAS;201701010700;-4.1;-4.2;-4.0;0.0;0;3.2
BAS;201701010800;-3.7;-4.0;-3.4;0.0;43;3.0
BAS;201701010900;-2.7;-3.2;-2.0;0.0;60;2.6
BAS;201701011000;-1.3;-1.7;-0.8;0.0;60;3.2
BAS;201701011100;0.1;-0.5;0.7;0.0;60;2.7
BAS;201701011200;1.1;0.7;1.5;0.0;60;1.9
BAS;201701011300;1.9;1.5;2.2;0.0;60;1.8
BAS;201701011400;2.1;2.0;2.2;0.0;50;1.6
BAS;201701011500;1.8;1.1;2.2;0.0;0;0.7
BAS;201701011600;0.0;-0.6;0.8;0.0;0;1.1
BAS;201701011700;-0.9;-1.0;-0.7;0.0;0;1.2
BAS;201701011800;-1.6;-2.0;-1.4;0.0;0;1.1
BAS;201701011900;-2.2;-2.3;-2.0;0.0;0;1.2
BAS;201701012000;-2.8;-3.5;-2.3;0.0;0;1.0
BAS;201701012100;-3.5;-3.9;-2.8;0.0;0;0.7
BAS;201701012200;-3.7;-4.5;-3.4;0.0;0;0.7
BAS;201701012300;-3.4;-3.6;-3.2;0.0;0;1.2
BAS;201701020000;-3.6;-3.7;-3.5;0.0;0;1.4
BAS;201701020100;-3.7;-3.8;-3.5;0.0;0;1.5
BAS;201701020200;-3.7;-3.8;-3.5;0.0;0;1.8
BAS;201701020300;-3.5;-3.6;-3.2;0.0;0;1.2
BAS;201701020400;-3.9;-4.0;-3.8;0.0;0;1.6
BAS;201701020500;-3.4;-3.5;-3.2;0.0;0;1.5
BAS;201701020600;-3.0;-3.3;-2.8;0.0;0;0.7
BAS;201701020700;-2.6;-2.9;-2.4;0.0;0;0.8
BAS;201701020800;-2.2;-2.4;-2.0;0.0;0;0.9
BAS;201701020900;-1.3;-1.7;-1.0;0.0;0;1.2
BAS;201701021000;-0.8;-0.9;-0.6;0.0;0;1.3
BAS;201701021100;-0.2;-0.5;0.3;0.0;0;0.6
BAS;201701021200;0.2;0.1;0.3;0.0;0;1.2
BAS;201701021300;0.9;0.6;1.1;0.0;0;1.1
BAS;201701021400;1.2;1.1;1.4;0.0;0;1.0
BAS;201701021500;1.3;1.1;1.5;0.0;0;1.0
BAS;201701021600;0.8;0.1;1.2;0.6;0;2.0
BAS;201701021700;0.1;-0.1;0.2;0.8;0;0.9
BAS;201701021800;0.1;-0.1;0.2;0.2;0;1.4
BAS;201701021900;0.0;-0.2;0.2;0.2;0;0.7
BAS;201701022000;-0.1;-0.2;0.1;0.0;0;0.9
BAS;201701022100;-0.3;-0.6;-0.1;0.0;0;1.0
BAS;201701022200;-0.4;-0.7;-0.1;0.0;0;1.1
BAS;201701022300;-0.7;-0.9;-0.4;0.0;0;0.6
BAS;201701030000;-1.0;-1.3;-0.9;0.0;0;0.7
BAS;201701030100;-1.2;-1.3;-1.1;0.0;0;0.5
BAS;201701030200;-1.7;-2.0;-1.2;0.0;0;0.8
BAS;201701030300;-1.7;-1.9;-1.6;0.0;0;0.7
BAS;201701030400;-1.6;-1.7;-1.5;0.0;0;0.8
BAS;201701030500;-1.8;-1.8;-1.7;0.0;0;0.7
BAS;201701030600;-1.7;-1.8;-1.6;0.0;0;0.7
BAS;201701030700;-1.7;-1.9;-1.5;0.0;0;0.6
BAS;201701030800;-1.7;-1.8;-1.6;0.0;0;0.9
BAS;201701030900;-1.6;-1.8;-1.3;0.0;0;0.7
BAS;201701031000;-1.4;-1.5;-1.3;0.0;0;0.6
BAS;201701031100;-1.2;-1.4;-1.0;0.0;12;0.9
BAS;201701031200;-0.9;-1.4;-0.5;0.0;51;0.4
BAS;201701031300;0.0;-0.4;0.3;0.0;42;0.8
BAS;201701031400;-0.6;-0.9;-0.3;0.0;5;0.9
BAS;201701031500;-1.0;-1.4;-0.7;0.0;0;1.0
BAS;201701031600;-2.1;-2.6;-1.6;0.0;0;1.3
BAS;201701031700;-2.4;-2.9;-2.0;0.0;0;1.1
BAS;201701031800;-1.9;-2.0;-1.7;0.0;0;1.0
BAS;201701031900;-2.1;-2.2;-1.8;0.0;0;0.9
BAS;201701032000;-2.2;-2.3;-2.0;0.0;0;0.8
BAS;201701032100;-2.6;-3.1;-2.3;0.0;0;0.8
BAS;201701032200;-3.7;-4.0;-3.2;0.0;0;1.0
BAS;201701032300;-4.6;-4.8;-4.0;0.0;0;0.9
BAS;201701040000;-4.3;-4.7;-3.8;0.0;0;2.0
BAS;201701040100;-4.6;-4.9;-4.1;0.0;0;0.9
BAS;201701040200;-4.4;-4.8;-4.2;0.0;0;0.5
BAS;201701040300;-3.9;-4.1;-3.6;0.0;0;0.7
BAS;201701040400;-2.9;-3.5;-1.9;0.0;0;1.5
BAS;201701040500;-1.1;-1.7;-0.3;0.0;0;1.9
BAS;201701040600;-0.8;-1.1;-0.1;0.0;0;0.9
BAS;201701040700;0.6;0.2;0.7;0.0;0;3.5
BAS;201701040800;1.1;0.7;1.5;0.0;0;1.6
BAS;201701040900;0.3;0.2;0.4;0.0;0;0.8
BAS;201701041000;-0.1;-0.2;0.0;0.0;0;2.3
BAS;201701041100;0.3;-0.2;1.0;0.0;0;3.3
BAS;201701041200;1.4;1.0;1.7;0.0;0;2.5
BAS;201701041300;1.7;1.6;1.8;0.0;0;3.0
BAS;201701041400;1.9;1.8;2.0;0.0;0;3.3
BAS;201701041500;1.9;1.7;2.0;0.0;0;1.6
BAS;201701041600;1.5;1.4;1.8;0.3;0;2.6
BAS;201701041700;1.4;1.3;1.5;0.0;0;4.2
BAS;201701041800;1.4;1.4;1.5;0.0;0;4.9
BAS;201701041900;1.4;1.3;1.4;0.0;0;4.0
BAS;201701042000;1.3;1.2;1.4;0.0;0;4.3
BAS;201701042100;1.2;1.0;1.3;0.0;0;3.9
BAS;201701042200;1.0;0.6;1.4;0.0;0;4.2
BAS;201701042300;0.7;0.6;0.8;0.0;0;4.1
BAS;201701050000;1.1;0.9;1.2;0.0;0;4.4
BAS;201701050100;1.1;0.5;1.3;0.1;0;3.7
BAS;201701050200;0.7;0.5;0.8;0.1;0;2.6
BAS;201701050300;0.5;0.4;0.7;0.0;0;2.1
BAS;201701050400;0.3;0.0;0.5;0.0;0;1.7
BAS;201701050500;-0.2;-0.8;0.1;0.0;0;0.7
BAS;201701050600;-0.9;-1.9;-0.2;0.0;0;1.6
BAS;201701050700;-1.5;-1.8;-0.9;0.0;0;2.0
BAS;201701050800;-0.3;-0.7;0.3;0.0;0;3.1
BAS;201701050900;1.0;0.7;1.2;0.0;0;2.6
BAS;201701051000;0.6;0.3;0.8;0.2;0;1.9
BAS;201701051100;0.4;0.1;0.8;0.5;17;2.9
BAS;201701051200;1.2;0.9;1.4;0.0;37;2.3
BAS;201701051300;0.8;0.3;1.0;0.2;0;1.9
BAS;201701051400;-0.1;-0.2;0.0;0.1;0;2.0
BAS;201701051500;-0.3;-0.5;-0.1;0.0;0;1.8
BAS;201701051600;-1.0;-1.3;-0.7;0.0;0;2.2
BAS;201701051700;-1.8;-2.2;-1.4;0.0;0;1.8
BAS;201701051800;-2.0;-2.2;-1.8;0.0;0;1.7
BAS;201701051900;-2.4;-3.3;-1.9;0.0;0;1.1
BAS;201701052000;-3.7;-4.4;-2.8;0.0;0;1.0
BAS;201701052100;-5.4;-6.2;-4.6;0.0;0;1.3
BAS;201701052200;-6.1;-7.3;-5.3;0.0;0;0.6
BAS;201701052300;-6.3;-6.9;-5.9;0.0;0;0.6
BAS;201701060000;-6.1;-7.0;-5.7;0.0;0;0.6
BAS;201701060100;-6.8;-7.6;-5.8;0.0;0;0.4
BAS;201701060200;-7.6;-8.6;-6.4;0.0;0;0.8
BAS;201701060300;-7.4;-8.1;-6.7;0.0;0;0.9
BAS;201701060400;-7.9;-8.6;-7.2;0.0;0;0.9
BAS;201701060500;-8.2;-8.7;-7.8;0.0;0;0.7
BAS;201701060600;-8.7;-9.5;-7.5;0.0;0;0.9
BAS;201701060700;-9.4;-9.7;-9.1;0.0;0;0.7
BAS;201701060800;-9.0;-9.7;-8.6;0.0;45;0.4
BAS;201701060900;-6.8;-7.9;-5.9;0.0;60;0.5
BAS;201701061000;-4.6;-5.7;-3.9;0.0;60;2.1
BAS;201701061100;-3.4;-3.9;-3.0;0.0;60;3.8
BAS;201701061200;-2.9;-3.3;-2.8;0.0;60;3.2
BAS;201701061300;-3.0;-3.4;-2.5;0.0;60;1.3
BAS;201701061400;-3.2;-3.5;-2.8;0.0;54;1.7
BAS;201701061500;-3.8;-4.0;-3.6;0.0;9;1.0
BAS;201701061600;-4.0;-4.2;-3.8;0.0;0;1.3
BAS;201701061700;-4.8;-5.6;-4.4;0.0;0;1.2
BAS;201701061800;-5.3;-5.6;-5.1;0.0;0;2.2
BAS;201701061900;-5.9;-6.3;-5.7;0.0;0;2.0
BAS;201701062000;-6.4;-6.6;-6.1;0.0;0;3.0
BAS;201701062100;-6.9;-7.1;-6.7;0.0;0;2.7
BAS;201701062200;-7.5;-7.9;-7.2;0.0;0;1.9
BAS;201701062300;-8.0;-8.3;-7.7;0.0;0;2.0
BAS;201701070000;-8.6;-8.9;-8.2;0.0;0;2.0
BAS;201701070100;-9.4;-9.9;-9.1;0.0;0;1.7
BAS;201701070200;-9.6;-9.8;-9.5;0.0;0;1.5
BAS;201701070300;-9.8;-10.5;-9.6;0.0;0;1.5
BAS;201701070400;-9.8;-9.9;-9.7;0.0;0;2.4
BAS;201701070500;-9.7;-9.8;-9.4;0.0;0;2.1
BAS;201701070600;-9.5;-9.7;-9.4;0.0;0;1.8
BAS;201701070700;-9.5;-9.7;-9.1;0.0;0;1.5
BAS;201701070800;-8.8;-9.1;-8.6;0.0;14;1.3
BAS;201701070900;-7.7;-8.4;-7.0;0.0;23;1.2
BAS;201701071000;-6.6;-7.1;-6.0;0.0;0;1.8
BAS;201701071100;-5.5;-5.8;-4.9;0.0;0;1.6
BAS;201701071200;-4.9;-5.1;-4.6;0.0;0;1.1
BAS;201701071300;-4.1;-4.3;-4.0;0.0;0;1.1
BAS;201701071400;-3.9;-4.2;-3.6;0.0;0;0.9
BAS;201701071500;-3.6;-3.7;-3.6;0.0;0;0.7
BAS;201701071600;-3.8;-3.9;-3.7;0.0;0;1.3
BAS;201701071700;-4.0;-4.0;-3.9;0.0;0;1.5
BAS;201701071800;-4.0;-4.0;-3.9;0.0;0;1.4
BAS;201701071900;-3.9;-4.0;-3.8;0.0;0;1.2
BAS;201701072000;-3.8;-3.8;-3.8;0.0;0;1.2
BAS;201701072100;-3.9;-4.0;-3.6;0.0;0;0.4
BAS;201701072200;-3.8;-3.8;-3.7;0.0;0;0.8
BAS;201701072300;-3.7;-3.8;-3.5;0.0;0;0.6
BAS;201701080000;-3.6;-3.7;-3.5;0.0;0;0.8
BAS;201701080100;-3.5;-3.6;-3.5;0.0;0;0.8
BAS;201701080200;-3.5;-3.5;-3.4;0.0;0;1.1
BAS;201701080300;-3.4;-3.6;-3.3;0.0;0;0.9
BAS;201701080400;-3.3;-3.4;-3.1;0.0;0;1.4
BAS;201701080500;-3.1;-3.3;-3.0;0.0;0;1.6
BAS;201701080600;-2.9;-3.0;-2.8;0.0;0;0.8
BAS;201701080700;-2.7;-2.8;-2.6;0.0;0;0.7
BAS;201701080800;-2.6;-2.6;-2.5;0.1;0;0.4
BAS;201701080900;-2.1;-2.3;-1.8;0.0;0;0.4
BAS;201701081000;-1.7;-1.8;-1.5;0.0;0;0.3
BAS;201701081100;-1.1;-1.3;-1.0;0.0;0;0.4
BAS;201701081200;-0.5;-0.6;-0.3;0.0;0;0.7
BAS;201701081300;-0.1;-0.3;0.0;0.0;0;0.7
BAS;201701081400;-0.1;-0.1;0.1;0.0;0;0.6
BAS;201701081500;-0.2;-0.2;0.0;0.0;0;0.5
BAS;201701081600;-0.2;-0.2;-0.2;0.0;0;0.4
BAS;201701081700;-0.2;-0.2;-0.1;0.0;0;0.5
BAS;201701081800;-0.3;-0.3;-0.1;0.0;0;0.5
BAS;201701081900;-0.3;-0.5;-0.2;0.0;0;0.9
BAS;201701082000;-0.5;-0.6;-0.4;0.0;0;0.9
BAS;201701082100;-0.7;-0.8;-0.5;0.0;0;0.4
BAS;201701082200;-0.7;-0.7;-0.6;0.0;0;0.2
BAS;201701082300;-0.6;-0.7;-0.5;0.0;0;0.6
BAS;201701090000;-0.8;-0.9;-0.7;0.0;0;0.5
BAS;201701090100;-0.9;-0.9;-0.8;0.0;0;0.5
BAS;201701090200;-0.7;-0.7;-0.6;0.0;0;0.2
BAS;201701090300;-0.6;-0.7;-0.5;0.0;0;0.0
BAS;201701090400;-0.6;-0.7;-0.5;0.0;0;0.5
BAS;201701090500;-0.7;-0.7;-0.5;0.0;0;0.7
BAS;201701090600;-0.8;-0.9;-0.7;0.0;0;0.7
BAS;201701090700;-0.7;-0.8;-0.4;0.0;0;0.5
BAS;201701090800;-0.7;-0.9;-0.5;0.0;0;0.7
BAS;201701090900;-0.3;-0.5;-0.2;0.0;0;0.2
BAS;201701091000;0.0;-0.3;0.3;0.0;0;0.2
BAS;201701091100;0.7;0.3;1.0;0.0;0;0.4
BAS;201701091200;1.2;1.1;1.5;0.0;0;0.7
BAS;201701091300;1.5;1.4;1.6;0.0;0;0.7
BAS;201701091400;1.4;1.2;1.5;0.0;0;1.3
BAS;201701091500;1.0;0.7;1.2;0.0;0;1.2
BAS;201701091600;0.8;0.3;1.0;0.0;0;1.7
BAS;201701091700;0.4;0.1;0.6;0.0;0;2.0
BAS;201701091800;0.2;0.0;0.4;0.0;0;2.2
BAS;201701091900;-0.2;-0.6;0.2;0.0;0;2.0
BAS;201701092000;-0.2;-0.3;-0.1;0.0;0;2.1
BAS;201701092100;-0.3;-0.3;-0.2;0.0;0;1.9
BAS;201701092200;-0.5;-0.6;-0.2;0.0;0;1.4
BAS;201701092300;-0.7;-0.8;-0.5;0.0;0;1.5
BAS;201701100000;-0.9;-1.0;-0.8;0.0;0;1.9
BAS;201701100100;-1.0;-1.1;-0.9;0.0;0;2.0
BAS;201701100200;-1.1;-1.1;-1.0;0.0;0;1.9
BAS;201701100300;-1.2;-1.3;-1.1;0.0;0;3.0
BAS;201701100400;-1.2;-1.4;-1.0;0.0;0;3.5
BAS;201701100500;-1.5;-1.6;-1.5;0.0;0;3.7
BAS;201701100600;-1.3;-1.5;-1.2;0.4;0;3.7
BAS;201701100700;-1.1;-1.1;-1.0;0.5;0;3.6
BAS;201701100800;-0.9;-0.9;-0.8;0.4;0;3.5
BAS;201701100900;-0.7;-0.8;-0.5;0.3;0;3.1
BAS;201701101000;-0.4;-0.4;-0.3;0.4;0;2.8
BAS;201701101100;-0.2;-0.3;-0.1;0.4;0;1.9
BAS;201701101200;-0.2;-0.2;-0.1;0.4;0;0.7
BAS;201701101300;0.2;-0.1;0.4;0.4;0;0.5
BAS;201701101400;0.6;0.4;0.7;0.4;0;0.8
BAS;201701101500;0.6;0.5;0.7;0.4;0;0.5
BAS;201701101600;0.5;0.3;0.7;0.3;0;0.2
BAS;201701101700;0.8;0.6;0.9;0.1;0;0.3
BAS;201701101800;0.9;0.8;1.1;0.0;0;0.2
BAS;201701101900;1.0;0.8;1.2;0.0;0;0.4
BAS;201701102000;0.9;0.7;1.0;0.0;0;0.4
BAS;201701102100;0.9;0.7;1.0;0.0;0;0.8
BAS;201701102200;0.8;0.8;0.9;0.0;0;0.7
BAS;201701102300;0.8;0.6;1.0;0.0;0;0.2
BAS;201701110000;0.8;0.6;1.0;0.0;0;0.5
BAS;201701110100;0.9;0.6;1.2;0.0;0;0.5
BAS;201701110200;0.8;0.6;0.9;0.0;0;0.5
BAS;201701110300;0.5;0.1;1.0;0.0;0;0.3
BAS;201701110400;0.1;-0.4;0.5;0.0;0;1.0
BAS;201701110500;0.2;-0.1;0.5;0.0;0;0.4
BAS;201701110600;0.1;-0.4;0.4;0.0;0;0.4
BAS;201701110700;-0.5;-1.1;0.1;0.0;0;0.3
BAS;201701110800;0.2;-0.6;0.8;0.0;7;1.4
BAS;201701110900;1.5;1.1;2.0;0.0;0;3.0
BAS;201701111000;2.3;1.8;2.6;0.0;0;2.7
BAS;201701111100;3.0;2.7;3.2;0.0;0;4.4
BAS;201701111200;3.8;3.4;4.1;0.0;0;1.1
BAS;201701111300;4.1;3.8;4.9;0.0;0;1.4
BAS;201701111400;3.3;3.1;3.9;0.1;0;1.1
BAS;201701111500;3.6;3.3;3.8;0.0;0;0.8
BAS;201701111600;4.6;3.6;5.4;0.0;0;1.2
BAS;201701111700;5.6;5.4;5.9;0.0;0;2.3
BAS;201701111800;6.3;5.7;6.6;0.0;0;3.1
BAS;201701111900;5.2;4.0;6.5;0.0;0;1.8
BAS;201701112000;4.0;3.9;4.1;0.4;0;1.2
BAS;201701112100;5.3;4.5;5.9;0.0;0;3.7
BAS;201701112200;6.4;6.3;6.5;0.1;0;4.7
BAS;201701112300;6.4;6.1;6.7;0.0;0;3.8
BAS;201701120000;6.4;6.2;6.6;0.0;0;3.7
BAS;201701120100;6.4;6.2;6.6;0.0;0;3.0
BAS;201701120200;6.1;6.0;6.3;0.0;0;2.7
BAS;201701120300;6.1;5.8;6.3;0.0;0;3.0
BAS;201701120400;5.9;5.9;6.0;0.0;0;2.6
BAS;201701120500;5.9;5.7;6.2;0.0;0;3.1
BAS;201701120600;6.0;5.8;6.1;0.0;0;2.9
BAS;201701120700;5.9;5.7;6.0;0.0;0;2.1
BAS;201701120800;6.0;5.9;6.1;0.0;0;1.6
BAS;201701120900;6.0;5.8;6.2;0.0;0;1.3
BAS;201701121000;5.7;5.6;5.8;0.0;0;2.7
BAS;201701121100;6.1;5.7;6.6;0.0;0;2.3
BAS;201701121200;6.6;6.3;6.8;0.0;0;2.8
BAS;201701121300;6.7;6.4;7.0;0.0;0;2.1
BAS;201701121400;7.0;6.6;7.1;0.0;0;0.5
BAS;201701121500;5.8;5.3;6.4;0.0;0;2.0
BAS;201701121600;5.2;5.1;5.2;0.0;0;2.1
BAS;201701121700;4.8;4.4;5.1;0.1;0;2.5
BAS;201701121800;4.2;3.9;4.5;0.1;0;2.8
BAS;201701121900;4.3;3.8;5.1;0.0;0;2.0
BAS;201701122000;8.0;6.4;8.9;0.1;0;4.6
BAS;201701122100;9.0;8.8;9.2;0.1;0;6.5
BAS;201701122200;8.6;7.9;9.0;1.3;0;7.9
BAS;201701122300;7.7;7.3;8.0;1.4;0;9.4
BAS;201701130000;7.0;6.7;7.4;0.0;0;9.2
BAS;201701130100;4.4;2.7;6.8;0.7;0;8.0
BAS;201701130200;3.2;2.8;3.5;0.6;0;6.8
BAS;201701130300;3.0;2.6;3.3;0.0;0;5.5
BAS;201701130400;2.7;2.7;2.8;0.0;0;5.6
BAS;201701130500;1.9;1.3;2.6;0.1;0;5.5
BAS;201701130600;1.1;0.4;1.6;0.2;0;5.8
BAS;201701130700;1.7;1.6;1.9;0.0;0;5.3
BAS;201701130800;1.5;1.3;1.6;0.0;0;3.9
BAS;201701130900;1.7;1.5;1.9;0.0;2;1.6
BAS;201701131000;1.5;0.9;1.9;0.0;0;3.7
BAS;201701131100;1.0;0.8;1.3;0.0;0;4.9
BAS;201701131200;1.4;0.9;2.1;0.0;34;4.9
BAS;201701131300;1.8;1.3;2.0;0.0;19;4.4
BAS;201701131400;1.2;1.1;1.5;0.0;0;3.9
BAS;201701131500;1.3;1.2;1.5;0.0;0;3.3
BAS;201701131600;1.2;1.0;1.5;0.0;0;3.2
BAS;201701131700;0.4;-0.1;0.8;0.7;0;3.4
BAS;201701131800;0.6;0.1;0.8;0.0;0;4.9
BAS;201701131900;0.5;0.3;0.9;0.0;0;3.5
BAS;201701132000;0.4;0.1;0.5;0.0;0;3.4
BAS;201701132100;0.0;-0.2;0.3;0.0;0;2.5
BAS;201701132200;1.0;0.4;1.3;0.0;0;4.3
BAS;201701132300;1.6;1.4;1.7;0.0;0;4.9
BAS;201701140000;1.7;1.7;1.8;0.0;0;6.1
BAS;201701140100;1.9;1.8;1.9;0.0;0;6.0
BAS;201701140200;1.9;1.8;1.9;0.0;0;5.9
BAS;201701140300;1.8;1.6;1.9;0.0;0;5.5
BAS;201701140400;1.7;1.6;1.7;0.0;0;5.1
BAS;201701140500;1.5;1.4;1.6;0.0;0;5.0
BAS;201701140600;1.5;1.4;1.6;0.0;0;4.4
BAS;201701140700;1.3;1.0;1.6;0.0;0;4.6
BAS;201701140800;0.8;0.7;1.0;0.2;0;4.4
BAS;201701140900;0.6;0.4;0.7;0.3;0;4.1
BAS;201701141000;0.7;0.6;0.8;0.1;0;3.7
BAS;201701141100;1.0;0.8;1.1;0.0;0;4.3
BAS;201701141200;1.3;1.2;1.4;0.0;0;5.1
BAS;201701141300;1.1;1.0;1.1;0.0;0;5.0
BAS;201701141400;1.1;1.0;1.1;0.0;0;3.9
BAS;201701141500;0.7;0.4;1.0;0.0;0;4.3
BAS;201701141600;0.2;0.1;0.4;0.0;0;3.8
BAS;201701141700;0.1;0.0;0.3;0.0;0;3.5
BAS;201701141800;0.0;-0.4;0.3;0.0;0;3.3
BAS;201701141900;-0.7;-1.0;-0.4;0.0;0;3.3
BAS;201701142000;-0.7;-0.9;-0.5;0.0;0;1.7
BAS;201701142100;-0.7;-1.1;-0.4;0.1;0;1.9
BAS;201701142200;-1.1;-1.3;-1.0;0.1;0;1.0
BAS;201701142300;-1.4;-1.6;-1.2;0.0;0;1.0
BAS;201701150000;-1.4;-1.6;-1.1;0.4;0;1.2
BAS;201701150100;-1.4;-1.5;-1.2;0.4;0;1.5
BAS;201701150200;-1.3;-1.4;-0.9;0.0;0;0.8
BAS;201701150300;-1.8;-2.3;-1.1;0.0;0;0.9
BAS;201701150400;-2.2;-2.5;-1.8;0.0;0;1.3
BAS;201701150500;-1.4;-1.8;-1.0;0.0;0;1.7
BAS;201701150600;-1.4;-1.8;-1.1;0.0;0;0.8
BAS;201701150700;-1.4;-1.7;-1.1;0.0;0;1.8
BAS;201701150800;-1.1;-1.4;-0.8;0.0;0;1.9
BAS;201701150900;-0.2;-0.7;0.3;0.0;0;0.8
BAS;201701151000;-0.1;-0.3;0.1;0.1;0;2.4
BAS;201701151100;-0.5;-0.7;-0.4;0.3;0;2.3
BAS;201701151200;0.5;0.1;0.7;0.0;0;2.6
BAS;201701151300;0.6;0.5;0.7;0.0;0;2.2
BAS;201701151400;0.7;0.6;0.7;0.0;0;2.1
BAS;201701151500;0.5;0.4;0.6;0.0;0;1.5
BAS;201701151600;0.3;0.0;0.5;0.0;0;1.3
BAS;201701151700;-0.2;-0.4;0.1;0.0;0;1.4
BAS;201701151800;-0.6;-0.8;-0.4;0.0;0;1.3
BAS;201701151900;-0.5;-0.7;-0.3;0.0;0;2.0
BAS;201701152000;-0.5;-0.8;-0.5;0.0;0;2.3
BAS;201701152100;-1.7;-2.5;-1.2;0.0;0;1.7
BAS;201701152200;-2.5;-2.8;-1.9;0.0;0;1.4
BAS;201701152300;-1.7;-1.9;-1.6;0.0;0;0.5
BAS;201701160000;-1.6;-2.3;-1.1;0.0;0;0.6
BAS;201701160100;-2.4;-2.9;-2.1;0.0;0;1.6
BAS;201701160200;-2.9;-3.8;-2.0;0.0;0;0.6
BAS;201701160300;-4.1;-4.6;-3.2;0.0;0;0.4
BAS;201701160400;-4.5;-5.0;-3.7;0.0;0;0.8
BAS;201701160500;-4.6;-5.6;-4.2;0.0;0;0.9
BAS;201701160600;-4.1;-4.2;-4.0;0.2;0;0.8
BAS;201701160700;-3.9;-4.0;-3.8;0.2;0;0.6
BAS;201701160800;-3.7;-3.9;-3.6;0.0;0;0.3
BAS;201701160900;-3.3;-3.9;-2.9;0.0;0;1.0
BAS;201701161000;-2.6;-2.8;-2.5;0.0;0;1.1
BAS;201701161100;-2.3;-2.6;-2.0;0.0;0;0.8
BAS;201701161200;-1.8;-1.9;-1.7;0.0;0;1.0
BAS;201701161300;-1.5;-1.6;-1.4;0.0;0;1.1
BAS;201701161400;-1.2;-1.3;-1.0;0.0;0;1.7
BAS;201701161500;-1.4;-1.4;-1.2;0.0;0;2.5
BAS;201701161600;-1.6;-1.9;-1.4;0.0;0;2.9
BAS;201701161700;-2.2;-2.3;-2.0;0.0;0;2.3
BAS;201701161800;-2.4;-2.5;-2.2;0.0;0;1.9
BAS;201701161900;-2.9;-3.4;-2.5;0.0;0;0.9
BAS;201701162000;-2.7;-2.7;-2.5;0.0;0;1.3
BAS;201701162100;-3.0;-3.1;-2.7;0.0;0;1.6
BAS;201701162200;-3.1;-3.4;-2.9;0.0;0;1.9
BAS;201701162300;-3.5;-3.6;-3.4;0.0;0;2.1
BAS;201701170000;-3.8;-3.9;-3.7;0.0;0;2.2
BAS;201701170100;-4.4;-4.7;-3.9;0.0;0;2.0
BAS;201701170200;-4.9;-5.6;-4.5;0.0;0;1.1
BAS;201701170300;-6.7;-7.0;-6.3;0.0;0;1.2
BAS;201701170400;-5.5;-6.1;-5.1;0.0;0;0.9
BAS;201701170500;-5.1;-5.4;-4.7;0.0;0;1.4
BAS;201701170600;-5.3;-5.7;-5.0;0.0;0;2.1
BAS;201701170700;-5.3;-5.5;-5.2;0.0;0;2.4
BAS;201701170800;-5.3;-5.4;-5.1;0.0;1;1.9
BAS;201701170900;-4.5;-5.0;-3.9;0.0;38;1.9
BAS;201701171000;-3.1;-3.5;-2.5;0.0;56;1.5
BAS;201701171100;-2.3;-2.7;-1.8;0.0;54;1.7
BAS;201701171200;-1.6;-1.9;-1.0;0.0;9;1.5
BAS;201701171300;-1.5;-1.5;-1.4;0.0;2;2.8
BAS;201701171400;-1.5;-1.5;-1.4;0.0;0;4.5
BAS;201701171500;-1.5;-1.5;-1.4;0.0;0;3.3
BAS;201701171600;-1.9;-2.2;-1.5;0.0;0;2.9
BAS;201701171700;-2.4;-2.5;-2.1;0.0;0;3.3
BAS;201701171800;-2.4;-2.5;-2.3;0.0;0;4.4
BAS;201701171900;-2.4;-2.5;-2.4;0.0;0;4.9
BAS;201701172000;-2.4;-2.5;-2.3;0.0;0;5.3
BAS;201701172100;-2.6;-2.7;-2.5;0.0;0;6.3
BAS;201701172200;-2.8;-2.9;-2.6;0.0;0;6.9
BAS;201701172300;-3.0;-3.1;-2.9;0.0;0;5.8
BAS;201701180000;-3.2;-3.2;-3.2;0.0;0;5.2
BAS;201701180100;-3.2;-3.3;-3.2;0.0;0;4.7
BAS;201701180200;-3.5;-3.5;-3.3;0.0;0;6.6
BAS;201701180300;-3.6;-3.7;-3.6;0.0;0;5.8
BAS;201701180400;-3.6;-3.7;-3.6;0.0;0;5.6
BAS;201701180500;-3.7;-3.8;-3.7;0.0;0;5.2
BAS;201701180600;-4.0;-4.3;-3.8;0.0;0;2.5
BAS;201701180700;-3.7;-3.9;-3.5;0.0;0;4.2
BAS;201701180800;-3.5;-4.0;-3.4;0.0;0;4.9
BAS;201701180900;-3.3;-3.4;-3.1;0.0;0;5.8
BAS;201701181000;-3.1;-3.2;-3.0;0.0;0;5.8
BAS;201701181100;-3.0;-3.1;-2.6;0.0;11;5.8
BAS;201701181200;-2.1;-2.2;-1.9;0.0;60;5.0
BAS;201701181300;-1.8;-2.0;-1.6;0.0;60;4.6
BAS;201701181400;-1.6;-1.7;-1.4;0.0;60;4.4
BAS;201701181500;-1.8;-2.0;-1.5;0.0;50;5.4
